Debiteurnummer;Naam1;Naam2;Zoeknaam;Adres;Postcode;Plaats;Land;Contact;Telefoon;Mobiel;Email;Email cc;Email factuur;Email factuur cc;BTW nummer
00009146;HYDROMASTER PROPULSION BV;;HYDROMAS;BOVENDIJK 217;3045 PD ;ROTTERDAM;NL      ;T.a.v. E. Bisset;0157630567;0650494204;edwin.bisset@hydromasterpropulsion.com                      ;;Admin@hydromasterpropulsion.com;;
00009147;HYDROHUIS BV;;HYDROHUI;DRIERIVIERNLAAN 6;2983 GW ;RIDDERKERK;NL      ;T.a.v. T. Huisman;0610555773;;info@hydrohuis.nl                                           ;;;;
00009148;PONTMEYER DEV (BA115/GERRITS);TAV ADM SERV UNIT;PONTMEYE;ST. OLAFSTRAAT 12007;7418 CG ;DEVENTER                      ;NL      ;;0570-623960    ;;deventer@pontmeyer.nl                                       ;;;;
00009149;MACHINE FABRIEK B EYSINK BV;                        ;EYSINK  ;GRONINGERSTRAAT 13;7418 BX ;DEVENTER                      ;NL      ;RICHARD EYSINK;0570-622954    ;;richard@eysink-bv.nl                                        ;;Richard@eysink-bv.nl;;
00009150;EQUIPMENT SERVICE NEDERLAND BV;;ESN     ;ZUIDERBREEDTE 27 G;3845 MC ;HARDERWIJK;NL      ;TEUN HAUMERSSEN;0341-414100;06-28566424;esn_equipment@iname.com                                     ;;;;
00009151;HYDRAFLEX B.V.;;HYDRAFLE;DAELDERWEG 15;6361 HK ;NUTH    ;NL      ;DHR.L. BEUMERS;045-5243131;Inkoop Stephan;info@hydraflex.nl                                           ;stephan@hydraflex.nl;facturen@hydraflex.nl;;
00009152;A & S TECHNIEK BV;;A & S TE;ELINGSLOANE 31;9251 MN ;BURGUM;NL      ;TAV A. DE BOER;0511-482401;;anne@aenstechniek.nl                                        ;;Administratie@aenstechniek.nl;;
00009153;LSG-RENTRAY;LOCATIE EEFDE;LSG-RENT;METTRAYWEG 25;7211 LC ;EEFDE;NL      ;WIN HENSELER;088-5477254;06-10829433;whenseler@lsg-rentray.nl                                    ;;WHenseler@lsg-rentray.nl;;M190106 
00009154;NEBEC;;NEBEC   ;MONIERWEG 32-34;7741 KT ;COEVORDEN;NL      ;DHR.OTTEN;0524-524087;;info@nebec.nl                                               ;;Info@nebec.nl;;
00009155;WITAS;;WITAS   ;HESSELINKS ES 22;7271 LA ;BORCULO ;NL      ;RICHARD WILLEMS;0545-276664;06-55370094;info@witas.nl                                               ;;facturen@witas.nl;;
00009156;HOGESLAG OLST BV;;HOGESLAG;INDUSTRIEWEG 16;8121 BZ ;OLST    ;NL      ;ERIK HOGESLAG;0570-563971;;bennie@hogeslagolst.nl                                      ;;;;
00009157;Duteweerd Mechanisatie B.V.;;DUTEWEER;HANDELSWEG 26;8152 BN ;LEMELERVELD;NL      ;T.a.v. R. Duteweerd;0572-700217;06-48498858;info@duteweerd-mechanisatie.nl                              ;;;;
00009158;HYDROSAN BV;;HYDROSAN;STEENSPIL 34;4661 TZ ;HALSTEREN;NL      ;Dhr. J. Ernest;0164-254522;;purchase@hydrosan.nl                                        ;;Invoices@hydrosan.nl;;
00009159;VOGELS M.P.;;VOGELS M;HAMMARSKJOLDLAAN 411;2286 HK ;RIJSWIJK;NL      ;DHR. VOGELS;;06-51264728;marchel_p_vogels@hotmail.com                                ;;;;
00009160;SCHENK B.V ;;SCHENK  ;GROOTHANDELSWEG 8;6515 AJ ;NIJMEGEN;NL      ;DHR.ROEL SCHENK;024-3482593;;info@schenkgroep.nl                                         ;;;;
00009161;VEAM BEDEGO;;BEDEGO B;LUBECKSTRAAT 5;7418 EK ;DEVENTER;NL      ;JOOP;0570-622123;;info@bedego.nl                                              ;;Info@bedego.nl;;
00009162;VOLTMAN KONSTRUCTIE B.V.;;VOLTMAN ;BUYS BALLOTSTRAAT 9;7131 PN ;LICHTENVOORDE;NL      ;DHR. V. KLIJNSMA;0544-353275;06-54274272;info@voltman.nl                                             ;;bianca@voltman.nl;;
00009163;J.P.L.SPECIALS NL;;JPL     ;DAMMERWEG 105;1394 GT ;NEDERHORST DEN BERG;NL      ;DHR.J.P.LODEWIJKX;;06-57675009;;;;;
00009164;QUALITY & SERVICE HYDRAULIEK B;BV;QUALITY ;ARGONSTRAAT 72;2718 SN ;ZOETERMEER;NL      ;DHR.RICKETS;079-3617166;;;;;;
00009165;HOOGLANDMENNENS;;HOOGLAND;WIELDRECHTSSEWEG 24;3316 BG ;DORDRECHT;NL      ;A.FREMOUW;078-6183355;06-10985989;;;Y.beskers@itsme.eu;;
00009166;HEIN HEUN BEHEER BV;;HEIN HEU;BINNENHAVENSTRAAT 133;7547 BG ;ENSCHEDE;NL      ;ROLAND HOFSTEE;;;;;;;
00009167;WASTE VISION;;WASTE VI;HASSINKWEG 19;7556 BV ;HENGELO ;NL      ;;0570-600281;06-12433199;info@bwaste.nl                                              ;;;;
00009168;MECH BEDR. J. VAN GEMERT;;GEMERT  ;SCHIETBERGWEG 8 a;5492 TH ;SINT-OEDENRODE;NL      ;PAUL V D BERKMORTEL;0413-477455;;;;Gemec@hetnet.nl;;
00009169;MAATSCHAP TEN HAVE;;HAVE TEN;KETELGATSTRAAT 15;8121 RD ;OLST                          ;NL      ;;0570-563696;0653688920;info@mtstenhave.nl                                          ;;factuur@mtstenhave.nl;;M191214 
00009170;BIEGELAAR;;BIEGELAA;NIJVERHEIDSWEG 15;3606 AH ;MAARSSEN;NL      ;EDWIN SOLINGER;0346-599199;;info@biegelaar.nl                                           ;;Info@biegelaar.nl;;
00009171;AREND NAUTIC;;AREND NA;SCHEGGERTDIJK 58;7218 NB ;ALMEN;NL      ;AREND VRUGGINK;0575-432305;06-54921102;info@arendnautic.nl                                         ;;Info@arendnautic.nl;;
00009172;EG ENGINEERING BV;;EG ENGIN;WESTDORPLAAN 231;8101 PN ;RAALTE  ;NL      ;T.A.V. EDWIN GRIEVINK;0570-637744;;info@egengineering.nl                                       ;;Factuur@egengineering.nl;;
00009173;STAPPENBELT MACH. FABR. BV;;STAPPEN ;WESTDORPLAAN 321;8101 PN ;RAALTE;NL      ;;0572-351655;;erwin@stara.nl                                              ;;factuur@stara.nl;;
00009174;TE WIERIK HANDEL EN TRANSPORT;;WIERIK  ;HARTKAMPWEG 107;8101 WC ;RAALTE  ;NL      ;ERWIN TE WIERIK;06-12566470;;eamtewierik@home.nl                                         ;;Eamtewierik@home.nl;;
00009175;COR VLIEK LMB           ;                        ;VLIEK   ;BEULEKAMPERSTEEG 26;3882 LK ;PUTTEN                        ;NL      ;;0341-491798;;lmbvliek@planet.nl                                          ;;Lmbvliek@planet.nl;;
00009176;KLOOSTERZIEL TECHNIEK;;KLOOSTER;NOORDERRANDWEG 18;8267 AN ;KAMPEN  ;NL      ;DHR.H.KLOOSTERZIEL;;06-10005501;kloosterzielkampen@planet.nl                                ;;Kloosterzielkampen@kpnplanet.nl;;
00009177;J. VAN DER VELDE;HANDELSONDERNEMING;VELDE   ;MOUNERDYK 8;8491 CC ;AKKRUM  ;NL      ;JAPPIE VD VELDE;;;;;;;
00009178;ES ELEKTRO;IT'S ME;ES ELEKT;STEURWEG 2;4941 VR ;RAAMSDONKSVEER;NL      ;D. VAN DER STELT;076-5782822;;d.vanderstelt@itsme.eu                                      ;;;;
00009179;VAN LEEUWEN KATWIJK GROEP;;LEEUWEN ;DE HOGE KROCHT 151;2201 TS ;NOORDWIJK;NL      ;;071-4014105;;info@vlkgroep.nl                                            ;;Administratie@vlkgroep.nl;;
00009180;TIMMERMAN BV;MECHANISATIEBEDRIJF     ;TIMMERMA;HANZEWEG 29             ;7591 BK ;DENEKAMP                      ;NL      ;;0541-352220    ;;info@timmermanbv.nl                                         ;;Info@timmermanbv.nl;;
00009181;R J & I WELLS LTD;NEW HOLLINS GARAGE;WELLS   ;BROCK ROAD;PR30XE  ;LANCASHIRE;GB      ;CAROL HALL;004401995670343;;hall.carol@btconnect.com                                    ;;;;
00009182;LUTEIJN HYDRAULICS B.V.;;LUTEIJN ;DELTAHOEK 15;4511 PA ;BRESKENS;NL      ;Dhr. I. Luteijn;0117-376353;;magazijn@luteijn-hydraulics.nl                              ;;facturen@luteijn-hydraulics.nl;;
00009183;LOXAM BV;CREDITEURENADMINISTRATIE;LOXAM   ;HANZEWEG 47;7418 AV ;DEVENTER;NL      ;;0570-638787;boek0885702270;crediteuren@loxam.nl                                        ;;Crediteuren@workx.nl;;
00009184;MAG 45;;MAG 45  ;DE SCHAKEL 20;5651 GH ;EINDHOVEN;NL      ;ROB GERRITS;040-2638031;;op@mag45.com                                                ;;APINVOICESNL@mag45.com;;
00009185;JANSEN VENNEBOER;COMPONENTS BV;JANSEN V;INDUSTRIEWEG 4          ;8131 VZ ;WIJHE                         ;NL      ;;0570-522525    ;;;;jvg@jansen-venneboer.com;;
00009186;SOLINAR B.V.;;SOLINAR ;CARO VAN EYCKSTRAAT 46;7558 NH ;HENGELO ;NL      ;DHR. ARJEN ROTH;074-2593031;;info@solinar.nl                                             ;;Info@solinar.nl;;
00009187;WERKLUST HOLLAND BV;;WERKLUST;KANAAL ZUID 114;7332 BD ;APELDOORN;NL      ;DHR. BAS KLEIN HERENBRINK;055-53343633;;inkoop@werklust.nl                                          ;;Inkoop@werklust.nl;;
00009188;AHCI - HYDRAULICS BV;                        ;AHCI    ;KOSMONAUT 21e;3824 MK ;AMERSFOORT                    ;NL      ;DHR.FERRY BUSCH;033-4556245    ;06-51245774;info@ahci.nl                                                ;;Info@ahci.nl;;
00009189;ROSENDAAL TECHNIEK V.O.F.;;ROSENDAA;ORANJEDIJK 15;4515 NA ;IJZENDIJKE;NL      ;DHR. FRANS  ROSENDAAL;0117-396156;06-25072043;info@rosendaaltechniek.com                                  ;;frans@rosendaaltechniek.com;;
00009190;RAIN TECH;BEREGEBINGSTECHNIEK;RAIN TEC;KAAP HOORNSTROOM 16;1271 EL ;HUIZEN  ;NL      ;PETER VD HULST;06-16003003;;info@raintech.nl                                            ;;Info@raintech.nl;;
00009191;PON EQUIPMENT BV;;PON EQUI;RONDEBELTWEG 41;1329 BP ;ALMERE  ;NL      ;DHR. M. RAAIJEN;0887-377500;;info@pon-cat.com                                            ;;;;
00009192;VAN DER PEIJL TECHN. MIDDELBUR;T.A.V.CENTRALE ADMINISTRATIE;PEIJL   ;HERCULESWEG 21;4338 PL ;MIDDELBURG;NL      ;PETER NIEUWDORP;0118-670620;;peter.nieuwendorp@techniek.nl                               ;;invoice@techniek.nl;;
00009193;EXPLOITATIE PROMINENT;GROENEWEG 2 BV;PROMINEN;GROENEWEG 75a;2691 MK ;S'GRAVEZANDE;NL      ;DHR.ROBERT POOT;0174-627565;;techniek@prominent-groeneweg.nl                             ;;Boekhouding@dcprominent.nl;;
00009194;KLEINHESSELINK BV;;KLEINHES;TOLHUTTERWEG 24;7281 KT ;RUURLO  ;NL      ;;0573-461555;;;;;;
00009195;DUIJSTER CARROSSERIE EN;WAGENBOUW B.V.;DUIJSTER;EXPEDITIESTRAAT 8;4283 JG ;GIESSEN ;NL      ;KEES-JAN BOOGAARD;0183-449355;06-19232732;info@duijster-carrosserie.nl                                ;;;;
00009196;GEMCO MOBILE SYSTEMS BV;;GEMCO MO;SCIENCE PARK EINDHOVEN 5053;5692 EB ;SON     ;NL      ;DHR. VOS;040-2643700;;r.ravenhorst@gemco.nl                                       ;;M.manche@gemco.nl;;
00009197;BEUKEVELD H.J.M.;;BEUKEVEL;WITTENWEG 1;7753 TC ;DALERPEEL;NL      ;DHR. JC.BEUKEVELD;0524-291648;06-13870113;wilmabierhof@gmail.com                                      ;;Wilmabierhof@gmail.com;;
00009198;HYDRAUVISION GENT N.V.;;HYDRAUVI;STAPSTEENWEG 6D;9070    ;DESTELBERGEN;BE      ;;0032-9-2333250;;;;;;
00009199;WOLVES AUTOBERGING BV;;WOLVES A;YPELOSCHOOLWEG 25;7642 ND ;WIERDEN ;NL      ;DHR.I.GUNGORMEK;0546-580345;06-43563286;igungormek@wolves-berging.nl                                ;oudemunnink@wolves-berging.nl;IGungormek@wolves-berging.nl;;
00009200;CNC GRONDSTOFFEN B.V.;;CNC GRON;DRIEKRONENSTRAAT 6;6596 MA ;MILSBEEK;NL      ;;0485-516541;;info@cnc.nl                                                 ;crediteuren@cnc.nl;invoice@cnc.nl;;
00009201;SEALED AIR B.V.;;SEALED A;LINDENHOUTSEWEG 45;6545 AH ;NIJMEGEN;NL      ;DHR.MARCEL LOOMAN;024-3710168;;marcel.looman@sealedair.com                                 ;;invoices.eu.isac@sealedair.com;;
00009202;HEIJKOOP TECHNO SERVICE;;HEIJKOOP;BOENDERSWEG 1;3295 LA ;S GRAVENDEEL;NL      ;DHR. M.HEIJKOOP;078-7600082;;;;;;M190321 
00009203;ABOUT HYDRAULIC;;ABOUT HY;ZOMERWEG 33;9257 MD ;BURGUM  ;NL      ;DHR. A. POELSTRA;;06-57341711;info@abouthydraulic.nl                                      ;;Info@abouthydraulic.nl;;
00009204;BDL MACHINES B.V.;;BDL MACH;BECKRYPLEANE 8;9036 PA ;MENAAM  ;NL      ;DHR. BIJ DE LEIJ;0518-452177;06-54910282;info@bdlm.nl                                                ;;Info@BDLM.nl;;
00009205;VAN DER BOS DRACHTEN;;BOS     ;DUKDALF 7;9206 BE ;DRACHTEN;NL      ;DHR. VOLKERT VEENSTRA;0512-513662;;info@vdbosmechanisatie.nl                                   ;;;;
00009206;PS-TECHNIEK;;PS-TECH ;Charlotte de Bourbonstraat 4;1723 KJ ;NOORD-SCHARWOUDE;NL      ;PIETER SLOT;0226-345400;06-469 762 62;info@ps-techniek.nl                                         ;;info@ps-techniek.nl;;
00009207;FREESVERHUUR OMMEN B.V.;;FREESVER;Brink 1;7731 TD ;OMMEN   ;NL      ;DHR.NIEK BRINK;0529-455700;;werkplaats@freesverhuur.nl                                  ;;inkoop@freesverhuur.nl;;
00009208;HEBU PLUS BV;;HEBU PLU;KUIPERSWEG 18;4338 PH ;MIDDELBURG;NL      ;PIERROT BOEKESTIJN;0118-479999;;verkoop@hebuplus.nl                                         ;;Verkoop@hebuplus.nl;;
00009209;J.SEIGERS B.V.;;SEIGER  ;SCHADDENVELDSWEG 1;7447 PV ;HELLENDOORN;NL      ;DHR SEIGERS;0572-331314;;seigersfactuur@hotmail.com                                  ;;seigersfactuur@hotmail.com;;
00009210;HIGHTIDE;;HIGHTIDE;BOLLE AKKER 11;5761 RW ;BAKEL   ;NL      ;DHR. ANJO VLOET;0492-340202;;orderbevestiging@hightide.nl                                ;;Facturen@hightide.nl;;
00009212;GROENOORD BV;;GROENOOR;CUXHAVENWEG 8;9723 JK ;GRONINGEN;NL      ;Dhr. M. Boersma;0594-591675;;info@groenoordbv.nl                                         ;;Crediteuren@groenoordbv.nl;;
00009213;HPC HOLLAND;;HPC HOLL;Vechtstraat 2a;7772 AX ;HARDENBERG;NL      ;RICHARD ZOMER;0523-680845;06-54934123;info@hpcholland.nl                                          ;;Invoice@hpcholland.nl;;
00009214;O.T.P.;;OTP     ;TRAANDIJK 1;7932 PZ ;ECHTEN  ;NL      ;DHR.JOHAN PETTER;0528-250073;06-2152501;info@otpechten.nl                                           ;;Info@otpechten.nl;;
00009215;SCHUT BOUWONDERNEMING VOF;;SCHUT BO;MOLENBERG 22;7364 BT ;LIEREN  ;NL      ;DHR. A.P. VAN OMMEREN;06-20400791;;;;Aj.schut@solcon.nl;;
00009216;KUIJPERS INDUSTRIE B.V.;;KUIJPERS;STEENOVENWEG 6;5708 HN ;HELMOND ;NL      ;D.SMITS;0492578686;5;bfransen@kuijpers.com                                       ;;;;
00009217;REEFHORS;;REEFHORS;OUDE EIBERGSEWEG 17C;7161 RN ;NEEDE   ;NL      ;DHR. H. TEN BARGE;0545-221678;;info@reefhors.nl                                            ;www.reefhors.nl;facturatie@reefhors.nl;;
00009218;ATZ AANDRIJFTECHNIEK BV;                        ;ATZ     ;DIJKGRAAF 9;6921 RL ;DUIVEN                        ;NL      ;;026-3112611;06-29138635;info@atzaandrijftechniek.nl                                 ;;;;
00009219;UPTIDE METAL PARTS;;UPTIDE M;DE STREEKWEG 5;9956 PN ;DEN ANDEL;NL      ;DHR.JAN VAN KLEEF;0595-424734;0650672450;ump@online.nl                                               ;;;;
00009220;WITLOX;;WITLOX  ;FRONTSTRAAT 12A;5405 AK ;UDEN    ;NL      ;DHR.A. VAN DER KOOIJ;0413-250197;;info@witlox.nl                                              ;;Info@witlox.nl;;
00009221;MECH. WEEVERS MARKNESSE VOF;;WEEVERS ;OUDEWEG 2;8316 AC ;MARKNESSE;NL      ;;0527-201442;;marknesse@weevers.info                                      ;;factuur@weevers.info;;
00009222;Frakoo lmb b.v.;;FRAKOO  ;Looerheideweg 7;5571 TZ ;BERGEIJK;NL      ;T.a.v. G. Beerens;0497541365 3;;g.beerens@frakoolmb.nl                                      ;;g.beerens@frakoolmb.nl;;
00009223;HYDROOS;;HYDROOS ;HANDELSPOORT 11;4538 BN ;TERNEUZEN;NL      ;PIETER VAN HAL;0115-204000;06-410053609;inkoop@hydroos.nl                                           ;;administratie@hydroos.nl;;
00009224;REVON B.V.;;REVON B.;EINSTEINSTRAAT 6;2181 AA ;HILLEGOM;NL      ;DHR.A.OTTE;0252521950;;info@revon.com                                              ;;INFO@REVON.COM;;
00009225;DULASTA METAALBEWERKING BV;;DULASTA ;INDUSTRIEWEG 58;7951 TA ;STAPHORST;NL      ;RENE MULDER;0522-463282;;info@dulasta.nl                                             ;;;;
00009226;FUJI TRADING (MARINE) BV;;FUJI TRA;KORTENOORD 2-8;3087 AR ;ROTTERDAM;NL      ;DHR.M.SCHOT;010-4913731;;marcel.schot@fujitrading.nl                                 ;;;;
00009227;HYDR.SERVICE DRONTEN BV ;                        ;HYDRAULI;STAALWIJK 130;8251 JX ;DRONTEN ;NL      ;;0321-313575    ;;info@hsdbv.nl                                               ;;factuur@hsdbv.nl;;
00009228;VAN DE VEN;;VEN     ;HOOGHOUTSEWEG 23;5074 NA ;BIEZENMORTEL;NL      ;DHR.AAJ VD VEN;0411-642327;;fam.vandeven@outlook.com                                    ;;Fam.vandeven@outlook.com;;M231115 
00009229;BRINK MOULDS & DIES B.V.;;BRINK   ;Ambachtsstraat 41;7102 DW ;WINTERSWIJK                   ;NL      ;;0543-546000;;info@dollwin.nl                                             ;;;;
00009230;HEWEA SP.Z.O.O;;HEWEA SP;UI.PRZEMYSLOWA1;55-095  ;MIRKOW  ;PL      ;;0048713456000;;anna.pokusa@hewea.com                                       ;;;;
00009231;FRAKOO LMB;;FRAKOO L;LOOERHEIDEWEG 7;5571 TZ ;BERGEIJK;NL      ;GEERT BEERENS;0497-541365;;info@frakoolmb.nl                                           ;;;;M171220 
00009232;RIEMENS MECHANISATIE B.V.;;RIEMENS ;ZACHARIASWEG 3;4515 MC ;IJZENDIJKE;NL      ;SJAAK LIJBAART;0117-301553;;info@riemensbv.nl                                           ;;B.vael@riemensbv.nl;;
00009233;ZANTEN B.V.;;ZANTEN B;DOORNHOEK 3710;5465 TA ;VEGHEL;NL      ;Roel Maarschalkerweerd;0413-348585;;info@zanten.nl                                              ;rekeningoverzichten@zanten.nl;inkoopfacturen-vgh@zanten.nl;;
00009234;HYDRO POWER SERVICES B.V.;;HYDRO PO;ZWANENBURGERDIJK 333a;1161 NM ;ZWANENBURG;NL      ;DHR.W.HARTSUYKER;020-4976017;0653118328;info@hydropower.nl                                          ;;;;
00009235;MEEWIS NIJKERK B.V.;;MEEWIS N;BELLSTRAAT 4;3861 NP ;NIJKERK ;NL      ;T.a.v. G. Brunink;033-2451570;;info@meewis.nl                                              ;;;;
00009236;HARM BONSINK;DUIK EN REPARATIEBEDRIJF;BONSINK ;GROOT LAGELAND 39;8064 AM ;ZWARTSLUIS;NL      ;MAARTEN KAMP;038-3866864;06-53199722;info@harmbonsink.nl                                         ;;Info@harmbonsink.nl;;
00009237;DT HYDRAULICS B.V.;;DT HYDRA;NOORDBAAN 801;2841 MG ;MOORDRECHT;NL      ;DHR.D.TERLOUW;0180-790050;;info@dt-hydraulics.nl                                       ;;Invoice@dt-hydraulics.nl;;
00009238;DULASTA ASSEMBLAGE B.V.;;DULASTA ;BURG.JANSSENSTRAAT 4;7951 TG ;STAPHORST;NL      ;RENE MULDER;0522-463282;;;;;;
00009239;JUNGHEINRICH NEDERLAND BV;;JUNGHEI ;H.A. LORENTZWEG 3;2408 AS ;ALPHEN AAN DEN RIJN;NL      ;;0172-446789;;service@jungheinrich.nl                                     ;;;;
00009240;G.VAN DONSELAAR;;DONSELAA;T ZWARTE LAND 18;3925 CK ;SCHERPENZEEL;NL      ;GERARD VAN DONSELAAR;033-2774111;;gerard@gvandonselaar.nl                                     ;;crediteuren@gvandonselaar.nl;;
00009241;VAN TERHEIJDEN HYDRAULIEK BV;;TERHEIJD;LEERLOOIERIJ 12;4651 SM ;STEENBERGEN;NL      ;ERIC-JAN VAN TERHEIJDEN;0167-564468;06-51844715;ericjan@vthsteenbergen.nl                                   ;;Facturen@vthsteenbergen.nl;;
00009242;TRUCK SERVICE UDEN B.V.;;TRUCK SE;BOVENSTRAAT 5;5405 BD ;UDEN    ;NL      ;THIJS DAANDELS;0413-319460;;info@truckserviceuden.nl                                    ;;info@truckserviceuden.nl;;
00009243;ROETERDINK;;ROETERDI;Larenseweg 15a;7475 PV ;MARKELO ;NL      ;TEUNJAN ROETERDINK;0547-361548;06-30211252;roeterdinkmechanisatie@hotmail.com                          ;;Roeterdinkmechanisatie@hotmail.com;;
00009244;OO-TECH;;OO-TECH ;KLAVERKAMP 43;5835 BM ;BEUGEN  ;NL      ;TON VAN OOIJEN;0458-362848;06-22410178;ootech@live.nl                                              ;;Administratie@oo-tech.nl;;
00009245;TRUCK & TRAILER GROEP;LOCHEM;TTGZ    ;KWINKWEERD 15;7241 CW ;LOCHEM;NL      ;T.a.v. A. Markerink;0573-760760;;andre.markerink@truckentrailer.nl                           ;;andre.markerink@truckentrailer.nl;;
00009246;RAIL PRODUCTS EUROPE B.V.;;RAIL PRO;MERWE DONK 19;4207 XA ;GORINCHEM;NL      ;JOHAN VERBIEZEN;0183-563263;06-10334517;info@rail-products.eu                                       ;richard.jansink@improvia.nl;;;
00009247;GROBO HYDRAULIEK;;GROBO HY;DAMSINGEL 29 LOODS 21;9262 NB ;SUMAR   ;NL      ;HAITSEN BORGER;;06-57158644;administratie@grobohydrauliek.nl                            ;;administratie@grobohydrauliek.nl;;
00009248;BUSE GAS  B.V.;;BUSE    ;DE OVERMAAT 21;6831 AE ;ARNHEM  ;NL      ;;026-3230740;;info@buse-rijntechniek.nl                                   ;info@delta-tech.nl;Info@delta-tech.nl;;
00009249;KOMMER B.V;;KOMMER B;OUDE GARDERENSEWEG 1A;3774 LK ;KOOTWIJKERBROEK;NL      ;DHR.REIJER KOMMER;0342-417429;0653208284;rkommer@solcon.nl                                           ;r.kommer@kpnplanet.nl;;;
00009250;VAN BURGSTEDEN LMB;;VAN BURG;'T JANNENDORP 7;3791 VJ ;ACHTERVELD;NL      ;DHR.B.VAN LEIJENHORST;0342-451986;;info@lmbburgsteden.nl                                       ;;;;
00009251;VAN DOORN-SOEST;;DOORN   ;KONINGSWEG 33;3762 EA ;SOEST   ;NL      ;DHR.M.VAN OOSTROM;034-6010167;06-51205624;info@vandoornsoest.nl                                       ;;;;
00009252;SKYTECHNICS BV;;SKYTECHN;INDUSTRIEWEG 1 D;7949 AJ ;ROGAT (MEPPEL);NL      ;;0522440134;;info@skytechnics.nl                                         ;;;;
00009253;A.VAN TILBURG HYDRAULIEK B.V.;;TILBURG ;STEENOVENSTRAAT 1;4706 RA ;ROOSENDAAL;NL      ;;0165-852020;;hydrauliek@avt.nl                                           ;;Inkoopfacturen@avt.nl;;
00009254;HYDR.SERV.BIERMAN;;BIERMAN ;ONDERWEG 21;2641 NA ;PIJNACKER;NL      ;DHR.ERWIN BIERMAN;;0622906350;info@hydrauliekservicebierman.nl                            ;;Info@hydrauliekservicebierman.nl;;
00009255;RMOTIVE B.V.;;RMOTIVE ;AALSVOORT 99;7241 MB ;LOCHEM  ;NL      ;;0573-252986;;info@rmotive.nl                                             ;;Info@rmotive.nl;;
00009256;GTL EUROPE;;GTL EURO;Hudsonweg 2,TradeP. West 9279;5928 LW ;VENLO   ;NL      ;DHR.F.STAPPERS;077-4631774;06-21966250 EDUA;thilot@gtl-europe.nl                                        ;;Thilot@gtl-europe.nl;;
00009257;TEUNIS MIEDEMA;TRACTOREN EN MACHINES B.V.;MIEDEMA ;DE WEYERT 28a;8325 EM ;VOLLENHOVE;NL      ;DHR.T MIEDEMA;06-10359210;06-52189232;info@teunismiedema.nl                                       ;;;;
00009258;HPT SLANGEN;;HPT SLAN;Bedrijvenpark Twente 146M;7602 KE ;ALMELO  ;NL      ;DHR.MICHEL ZOMER;0546-868379;06-21243020;info@hpt-slangen.nl                                         ;;;Info@hpt-slangen.nl;
00009259;MSK;LOONWERK EN REPARATIE;MSK     ;DELWIJNSEKADE 2D;5316 BH ;DELWIJNEN;NL      ;DHR. M. VAN DE SCHEUR;0418-642509;06-53613180;info@msk-delwijnen.nl                                       ;;facturen@msk-delwijnen.nl;;
00009260;REDERIJ RIO-SAL M/S SYLVIA;;SAM SHIP;CASCADE 88;2923 AT ;KRIMPEN A/D IJSSEL;NL      ;DHR.G.VOERMAN;078-6428220;;;;info.samshipping@gmail.com;;
00009261;TJITTE DE WOLFF;;WOLF    ;GAESTDIJK 60a;8522 MZ ;TJERKGAAST;NL      ;HESSEL DÖLLE;0514-531574;;info@tjittedewolf.nl                                        ;magazijn@tjittedewolff.nl;;Magazijn@tjittedewolf.nl;
00009262;DEHACO;;DEHACO  ;KRUISBAAK 25;2162 AJ ;LISSE   ;NL      ;DHR.F.VERBURG;0252417950;;info@dehaco.nl                                              ;fverburg@dehaco.nl;;;
00009263;SKF LUBRICATION SYST.BNL;;SKF LUBR;PEPPELKADE 68;3992 AK ;HOUTEN  ;NL      ;DHR.J.B.HUISKENS;030-6075957;0620508556;lubrication-benelux@skf.com                                 ;;Financelubrications@skf.com;;
00009264;CTC BV;;CTC BV  ;ZWARTE ZEE 16;3144 DE ;MAASSLUIS;NL      ;;010-5990979;;info@ctcnl.com                                              ;;Finance@ctcnl.com;;
00009265;JB TRADING;;JB TRADI;MARCONISTRAAT 20;6716 AK ;EDE     ;NL      ;DHR.G.VAN VEENENDAAL;0318-690347;;sales@jbtrading.com                                         ;;Sales@jbtrading.com;;
00009266;VBK MATERIEEL;;VBK MATE;;        ;        ;NL      ;JANDRIK KNAPEN;0493-529559;;info@vbkcovering.nl                                         ;;Bwijnands@vbkcovering.nl;;
00009267;NEBIM BV;;NEBIM   ;RISSEWEG 38;6004 RM ;WEERT   ;NL      ;;0495-583700;;weert@nebim.eu                                              ;info@nebim.eu;administratienl@nebim.eu;Roger.Kessels@nebim.eu;
00009268;ZONDERLAND CONSTRUCTIE BV;;ZONDERLA;DE KOEVORDE 6;8502 TZ ;JOURE   ;NL      ;JOCHEM ZONDERLAND;0513-714334;;jochem@zonderland-machinehandel.nl                          ;;JOCHEM@ZONDERLAND-MACHINEHANDEL.NL;;
00009269;RIJKERS HYDRAULIEK BV;;RIJKERS ;WIELHOVENSTRAAT 58a;3316 BK ;DORDRECHT;NL      ;FRANK RIJKERS;0180462744;;info@rijkers-hydrauliek.nl                                  ;;invoice@rijkers-hydrauliek.nl;;
00009270;PIERIK TECHNIEK;;PIERIK T;WETHOUDER BEVERSTRAAT 189;7543 BK ;ENSCHEDE;NL      ;DHR.N.PIERIK;0537113860;;info@pieriktechniek.nl                                      ;;Info@pieriktechniek.nl;;
